StepID,SOP_ID,Order,Step_Title,Description,Acceptance_Criteria,Estimated_Duration,Input_Artifacts,Output_Artifacts,Automation_Candidate,KPI_Impacted
STEP-SOP-053-01,SOP-053,1,Renewals & Expansion – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-053-02,SOP-053,2,Renewals & Expansion – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-053-03,SOP-053,3,Renewals & Expansion – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-053-04,SOP-053,4,Renewals & Expansion – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-053-05,SOP-053,5,Renewals & Expansion – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-054-01,SOP-054,1,Health Scoring & QBRs – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-054-02,SOP-054,2,Health Scoring & QBRs – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-054-03,SOP-054,3,Health Scoring & QBRs – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-054-04,SOP-054,4,Health Scoring & QBRs – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-054-05,SOP-054,5,Health Scoring & QBRs – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-055-01,SOP-055,1,Community/Forum Moderation – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-055-02,SOP-055,2,Community/Forum Moderation – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-055-03,SOP-055,3,Community/Forum Moderation – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-055-04,SOP-055,4,Community/Forum Moderation – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-055-05,SOP-055,5,Community/Forum Moderation – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-056-01,SOP-056,1,Knowledge Base Management – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-056-02,SOP-056,2,Knowledge Base Management – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-056-03,SOP-056,3,Knowledge Base Management – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-056-04,SOP-056,4,Knowledge Base Management – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-056-05,SOP-056,5,Knowledge Base Management – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-057-01,SOP-057,1,Budgeting & Forecasting – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-057-02,SOP-057,2,Budgeting & Forecasting – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-057-03,SOP-057,3,Budgeting & Forecasting – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-057-04,SOP-057,4,Budgeting & Forecasting – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-057-05,SOP-057,5,Budgeting & Forecasting – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-058-01,SOP-058,1,Invoicing & Collections – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-058-02,SOP-058,2,Invoicing & Collections – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-058-03,SOP-058,3,Invoicing & Collections – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-058-04,SOP-058,4,Invoicing & Collections – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-058-05,SOP-058,5,Invoicing & Collections – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-059-01,SOP-059,1,AP/Expense Management – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-059-02,SOP-059,2,AP/Expense Management – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-059-03,SOP-059,3,AP/Expense Management – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-059-04,SOP-059,4,AP/Expense Management – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-059-05,SOP-059,5,AP/Expense Management – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-060-01,SOP-060,1,Payroll & Contractor Payments – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-060-02,SOP-060,2,Payroll & Contractor Payments – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-060-03,SOP-060,3,Payroll & Contractor Payments – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-060-04,SOP-060,4,Payroll & Contractor Payments – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-060-05,SOP-060,5,Payroll & Contractor Payments – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-061-01,SOP-061,1,Month-End Close & Reporting – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-061-02,SOP-061,2,Month-End Close & Reporting – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-061-03,SOP-061,3,Month-End Close & Reporting – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-061-04,SOP-061,4,Month-End Close & Reporting – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-061-05,SOP-061,5,Month-End Close & Reporting – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-062-01,SOP-062,1,Tax Compliance & Filings – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-062-02,SOP-062,2,Tax Compliance & Filings – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-062-03,SOP-062,3,Tax Compliance & Filings – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-062-04,SOP-062,4,Tax Compliance & Filings – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-062-05,SOP-062,5,Tax Compliance & Filings – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-063-01,SOP-063,1,Procurement & Vendor Mgmt – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-063-02,SOP-063,2,Procurement & Vendor Mgmt – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-063-03,SOP-063,3,Procurement & Vendor Mgmt – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-063-04,SOP-063,4,Procurement & Vendor Mgmt – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-063-05,SOP-063,5,Procurement & Vendor Mgmt – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-064-01,SOP-064,1,Workforce Planning & Reqs – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-064-02,SOP-064,2,Workforce Planning & Reqs – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-064-03,SOP-064,3,Workforce Planning & Reqs – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-064-04,SOP-064,4,Workforce Planning & Reqs – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-064-05,SOP-064,5,Workforce Planning & Reqs – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-065-01,SOP-065,1,Recruiting & Interviewing – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-065-02,SOP-065,2,Recruiting & Interviewing – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-065-03,SOP-065,3,Recruiting & Interviewing – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-065-04,SOP-065,4,Recruiting & Interviewing – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-065-05,SOP-065,5,Recruiting & Interviewing – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-066-01,SOP-066,1,New Hire Onboarding (People) – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-066-02,SOP-066,2,New Hire Onboarding (People) – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-066-03,SOP-066,3,New Hire Onboarding (People) – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-066-04,SOP-066,4,New Hire Onboarding (People) – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-066-05,SOP-066,5,New Hire Onboarding (People) – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-067-01,SOP-067,1,Compensation & Benefits Admin – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-067-02,SOP-067,2,Compensation & Benefits Admin – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-067-03,SOP-067,3,Compensation & Benefits Admin – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-067-04,SOP-067,4,Compensation & Benefits Admin – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-067-05,SOP-067,5,Compensation & Benefits Admin – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-068-01,SOP-068,1,Performance Reviews & PIPs – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-068-02,SOP-068,2,Performance Reviews & PIPs – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-068-03,SOP-068,3,Performance Reviews & PIPs – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-068-04,SOP-068,4,Performance Reviews & PIPs – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-068-05,SOP-068,5,Performance Reviews & PIPs – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-069-01,SOP-069,1,L&D / Training Programs – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-069-02,SOP-069,2,L&D / Training Programs – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-069-03,SOP-069,3,L&D / Training Programs – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-069-04,SOP-069,4,L&D / Training Programs – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-069-05,SOP-069,5,L&D / Training Programs – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-070-01,SOP-070,1,Offboarding & Knowledge Transfer – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-070-02,SOP-070,2,Offboarding & Knowledge Transfer – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-070-03,SOP-070,3,Offboarding & Knowledge Transfer – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-070-04,SOP-070,4,Offboarding & Knowledge Transfer – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-070-05,SOP-070,5,Offboarding & Knowledge Transfer – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-071-01,SOP-071,1,Policy Management & Training – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-071-02,SOP-071,2,Policy Management & Training – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-071-03,SOP-071,3,Policy Management & Training – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-071-04,SOP-071,4,Policy Management & Training – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-071-05,SOP-071,5,Policy Management & Training – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-072-01,SOP-072,1,Data Privacy & Access Control – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-072-02,SOP-072,2,Data Privacy & Access Control – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-072-03,SOP-072,3,Data Privacy & Access Control – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-072-04,SOP-072,4,Data Privacy & Access Control – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-072-05,SOP-072,5,Data Privacy & Access Control – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-073-01,SOP-073,1,"Regulatory Compliance (e.g., HIPAA) – Step 1","Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-073-02,SOP-073,2,"Regulatory Compliance (e.g., HIPAA) – Step 2","Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-073-03,SOP-073,3,"Regulatory Compliance (e.g., HIPAA) – Step 3","Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-073-04,SOP-073,4,"Regulatory Compliance (e.g., HIPAA) – Step 4","Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-073-05,SOP-073,5,"Regulatory Compliance (e.g., HIPAA) – Step 5","Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-074-01,SOP-074,1,Contract Lifecycle Management – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-074-02,SOP-074,2,Contract Lifecycle Management – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-074-03,SOP-074,3,Contract Lifecycle Management – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-074-04,SOP-074,4,Contract Lifecycle Management – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-074-05,SOP-074,5,Contract Lifecycle Management – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-075-01,SOP-075,1,Risk Assessment & Mitigation – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-075-02,SOP-075,2,Risk Assessment & Mitigation – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-075-03,SOP-075,3,Risk Assessment & Mitigation – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-075-04,SOP-075,4,Risk Assessment & Mitigation – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-075-05,SOP-075,5,Risk Assessment & Mitigation – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-076-01,SOP-076,1,Business Continuity/DR – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-076-02,SOP-076,2,Business Continuity/DR – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-076-03,SOP-076,3,Business Continuity/DR – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-076-04,SOP-076,4,Business Continuity/DR – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-076-05,SOP-076,5,Business Continuity/DR – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-077-01,SOP-077,1,Internal Audit & CAPA – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-077-02,SOP-077,2,Internal Audit & CAPA – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-077-03,SOP-077,3,Internal Audit & CAPA – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-077-04,SOP-077,4,Internal Audit & CAPA – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-077-05,SOP-077,5,Internal Audit & CAPA – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-078-01,SOP-078,1,Integration Design & Orchestration – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-078-02,SOP-078,2,Integration Design & Orchestration – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-078-03,SOP-078,3,Integration Design & Orchestration – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-078-04,SOP-078,4,Integration Design & Orchestration – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-078-05,SOP-078,5,Integration Design & Orchestration – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
